ore,layer,centre_x,min_y,centre_z,tp,dist_from_spawn,west_x,east_x,north_z,south_z,size_x,size_z,dimension,route_stable
sulfur,ore.mix.sulfur,-305,9,-649,/tp -305 9 -649,742,-323,-286,-678,-619,37,59,-1,yes
copper,ore.mix.copper,-174,46,-699,/tp -174 46 -699,743,-194,-153,-727,-670,41,57,-1,yes
iron,ore.mix.iron,545,32,-508,/tp 545 32 -508,744,530,561,-535,-480,31,55,-1,yes
iron,ore.mix.iron,-166,21,740,/tp -166 21 740,745,-188,-144,719,761,44,42,-1,yes
sulfur,ore.mix.sulfur,314,13,702,/tp 314 13 702,745,302,326,682,722,24,40,-1,yes
iron,ore.mix.iron,361,29,-644,/tp 361 29 -644,745,343,380,-666,-621,37,45,-1,yes
iron,ore.mix.iron,742,18,-165,/tp 742 18 -165,746,724,761,-186,-144,37,42,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-651,95,-311,/tp -651 95 -311,746,-666,-636,-331,-290,30,41,-1,yes
copper,ore.mix.copper,410,13,653,/tp 410 13 653,746,398,423,628,678,25,50,-1,yes
sulfur,ore.mix.sulfur,221,5,738,/tp 221 5 738,748,208,235,717,760,27,43,-1,yes
sulfur,ore.mix.sulfur,-452,10,600,/tp -452 10 600,749,-478,-426,579,621,52,42,-1,yes
manganese,ore.mix.manganese,-596,23,-409,/tp -596 23 -409,749,-614,-578,-431,-387,36,44,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-651,90,356,/tp -651 90 356,750,-672,-629,341,371,43,30,-1,yes
quartz,ore.mix.quartz,-504,109,556,/tp -504 109 556,750,-527,-481,541,571,46,30,-1,yes
beryllium,ore.mix.beryllium,-695,13,-216,/tp -695 13 -216,751,-709,-681,-232,-199,28,33,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,696,24,-308,/tp 696 24 -308,751,683,709,-321,-295,26,26,-1,yes
sulfur,ore.mix.sulfur,-412,13,-598,/tp -412 13 -598,752,-434,-389,-617,-578,45,39,-1,yes
redstone,ore.mix.redstone,742,27,225,/tp 742 27 225,752,723,761,206,245,38,39,-1,yes
iron,ore.mix.iron,360,28,689,/tp 360 28 689,753,342,379,669,709,37,40,-1,yes
netherquartz,ore.mix.netherquartz,-217,69,-697,/tp -217 69 -697,753,-235,-199,-706,-688,36,18,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-556,11,505,/tp -556 11 505,754,-574,-537,484,527,37,43,-1,yes
copper,ore.mix.copper,736,16,-220,/tp 736 16 -220,755,718,754,-241,-199,36,42,-1,yes
sulfur,ore.mix.sulfur,504,14,597,/tp 504 14 597,755,489,520,583,612,31,29,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-697,107,260,/tp -697 107 260,756,-724,-670,234,286,54,52,-1,yes
netherquartz,ore.mix.netherquartz,-307,55,701,/tp -307 55 701,757,-329,-284,676,726,45,50,-1,yes
sulfur,ore.mix.sulfur,607,10,-458,/tp 607 10 -458,757,589,625,-481,-434,36,47,-1,yes
manganese,ore.mix.manganese,258,21,-700,/tp 258 21 -700,757,244,272,-717,-682,28,35,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-738,21,-18,/tp -738 21 -18,758,-754,-721,-32,-3,33,29,-1,yes
iron,ore.mix.iron,-600,15,456,/tp -600 15 456,758,-628,-572,444,468,56,24,-1,yes
tetrahedrite,ore.mix.tetrahedrite,449,100,-606,/tp 449 100 -606,758,428,471,-631,-580,43,51,-1,yes
beryllium,ore.mix.beryllium,600,24,506,/tp 600 24 506,759,582,619,488,524,37,36,-1,yes
tetrahedrite,ore.mix.tetrahedrite,647,99,-409,/tp 647 99 -409,759,630,665,-430,-387,35,43,-1,yes
sulfur,ore.mix.sulfur,-23,5,-742,/tp -23 5 -742,761,-49,3,-753,-731,52,22,-1,yes
copper,ore.mix.copper,-743,53,15,/tp -743 53 15,762,-756,-729,-3,34,27,37,-1,yes
sulfur,ore.mix.sulfur,740,6,269,/tp 740 6 269,763,721,759,256,282,38,26,-1,yes
iron,ore.mix.iron,698,12,367,/tp 698 12 367,763,676,721,344,390,45,46,-1,yes
tetrahedrite,ore.mix.tetrahedrite,560,88,558,/tp 560 88 558,764,540,580,544,573,40,29,-1,yes
redstone,ore.mix.redstone,20,19,-748,/tp 20 19 -748,766,6,34,-764,-731,28,33,-1,yes
redstone,ore.mix.redstone,77,30,-746,/tp 77 30 -746,766,60,95,-764,-728,35,36,-1,yes
sulfur,ore.mix.sulfur,460,7,645,/tp 460 7 645,767,440,481,617,673,41,56,-1,yes
tetrahedrite,ore.mix.tetrahedrite,265,84,745,/tp 265 84 745,767,255,275,721,770,20,49,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-412,23,653,/tp -412 23 653,767,-424,-399,637,670,25,33,-1,yes
quartz,ore.mix.quartz,-216,110,749,/tp -216 110 749,768,-231,-200,733,766,31,33,-1,yes
copper,ore.mix.copper,688,39,-360,/tp 688 39 -360,768,670,706,-370,-349,36,21,-1,yes
redstone,ore.mix.redstone,-356,7,-652,/tp -356 7 -652,768,-376,-336,-674,-630,40,44,-1,yes
tetrahedrite,ore.mix.tetrahedrite,787,114,64,/tp 787 114 64,769,767,807,44,84,40,40,-1,yes
sulfur,ore.mix.sulfur,-744,13,-79,/tp -744 13 -79,769,-754,-733,-100,-57,21,43,-1,yes
iron,ore.mix.iron,652,31,456,/tp 652 31 456,770,626,678,436,476,52,40,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-68,88,-747,/tp -68 88 -747,770,-91,-44,-765,-729,47,36,-1,yes
redstone,ore.mix.redstone,788,18,-25,/tp 788 18 -25,770,766,811,-36,-14,45,22,-1,yes
sulfur,ore.mix.sulfur,-261,6,736,/tp -261 6 736,771,-276,-245,717,755,31,38,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-745,102,121,/tp -745 102 121,771,-771,-719,101,141,52,40,-1,yes
copper,ore.mix.copper,-595,10,-448,/tp -595 10 -448,771,-618,-571,-468,-427,47,41,-1,yes
sulfur,ore.mix.sulfur,31,13,789,/tp 31 13 789,771,16,46,769,810,30,41,-1,yes
quartz,ore.mix.quartz,-700,111,-259,/tp -700 111 -259,771,-714,-685,-275,-242,29,33,-1,yes
netherquartz,ore.mix.netherquartz,-751,40,74,/tp -751 40 74,772,-765,-736,52,97,29,45,-1,yes
beryllium,ore.mix.beryllium,-695,10,312,/tp -695 10 312,772,-715,-675,302,323,40,21,-1,yes
tetrahedrite,ore.mix.tetrahedrite,735,87,308,/tp 735 87 308,772,714,757,288,329,43,41,-1,yes
sulfur,ore.mix.sulfur,787,14,-72,/tp 787 14 -72,773,763,812,-94,-49,49,45,-1,yes
redstone,ore.mix.redstone,-651,16,404,/tp -651 16 404,773,-672,-629,380,429,43,49,-1,yes
sulfur,ore.mix.sulfur,-452,9,-596,/tp -452 9 -596,774,-470,-434,-616,-576,36,40,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,69,14,790,/tp 69 14 790,774,50,89,773,808,39,35,-1,yes
tetrahedrite,ore.mix.tetrahedrite,120,97,-750,/tp 120 97 -750,775,92,148,-766,-734,56,32,-1,yes
sulfur,ore.mix.sulfur,163,6,-743,/tp 163 6 -743,775,143,183,-771,-714,40,57,-1,yes
iron,ore.mix.iron,-654,11,-367,/tp -654 11 -367,775,-673,-635,-390,-344,38,46,-1,yes
copper,ore.mix.copper,-744,20,-115,/tp -744 20 -115,775,-763,-725,-140,-90,38,50,-1,yes
copper,ore.mix.copper,405,50,-655,/tp 405 50 -655,776,385,426,-674,-635,41,39,-1,yes
quartz,ore.mix.quartz,-744,89,166,/tp -744 89 166,777,-762,-725,149,183,37,34,-1,yes
sulfur,ore.mix.sulfur,-562,7,-499,/tp -562 7 -499,778,-582,-542,-524,-474,40,50,-1,yes
sulfur,ore.mix.sulfur,-125,6,-747,/tp -125 6 -747,778,-150,-100,-774,-719,50,55,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,310,5,739,/tp 310 5 739,778,301,320,725,754,19,29,-1,yes
iron,ore.mix.iron,797,21,16,/tp 797 21 16,778,782,813,-6,39,31,45,-1,yes
tetrahedrite,ore.mix.tetrahedrite,121,95,789,/tp 121 95 789,778,98,144,776,803,46,27,-1,yes
netherquartz,ore.mix.netherquartz,603,46,-497,/tp 603 46 -497,779,587,619,-513,-480,32,33,-1,yes
copper,ore.mix.copper,744,50,-270,/tp 744 50 -270,780,730,758,-291,-248,28,43,-1,yes
copper,ore.mix.copper,-271,53,-706,/tp -271 53 -706,780,-289,-252,-727,-684,37,43,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-122,97,785,/tp -122 97 785,780,-151,-92,763,808,59,45,-1,yes
redstone,ore.mix.redstone,-511,14,-556,/tp -511 14 -556,781,-530,-492,-571,-541,38,30,-1,yes
iron,ore.mix.iron,787,16,159,/tp 787 16 159,781,765,809,138,181,44,43,-1,yes
iron,ore.mix.iron,-22,20,798,/tp -22 20 798,781,-36,-7,782,815,29,33,-1,yes
sulfur,ore.mix.sulfur,-406,11,-637,/tp -406 11 -637,781,-431,-381,-656,-617,50,39,-1,yes
sulfur,ore.mix.sulfur,408,6,696,/tp 408 6 696,782,388,429,678,714,41,36,-1,yes
redstone,ore.mix.redstone,794,7,126,/tp 794 7 126,782,780,809,104,148,29,44,-1,yes
redstone,ore.mix.redstone,789,23,-120,/tp 789 23 -120,782,771,808,-141,-99,37,42,-1,yes
iron,ore.mix.iron,647,14,-450,/tp 647 14 -450,783,628,667,-470,-430,39,40,-1,yes
sulfur,ore.mix.sulfur,316,12,-706,/tp 316 12 -706,783,292,341,-727,-685,49,42,-1,yes
copper,ore.mix.copper,-175,22,-742,/tp -175 22 -742,784,-196,-154,-767,-717,42,50,-1,yes
netherquartz,ore.mix.netherquartz,-507,55,599,/tp -507 55 599,784,-520,-493,571,627,27,56,-1,yes
copper,ore.mix.copper,-358,5,705,/tp -358 5 705,784,-379,-336,688,723,43,35,-1,yes
netherquartz,ore.mix.netherquartz,555,52,-554,/tp 555 52 -554,784,537,574,-582,-525,37,57,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-550,101,558,/tp -550 101 558,784,-569,-531,535,581,38,46,-1,yes
iron,ore.mix.iron,-313,32,-693,/tp -313 32 -693,785,-342,-284,-707,-679,58,28,-1,yes
copper,ore.mix.copper,-66,16,798,/tp -66 16 798,785,-84,-48,778,819,36,41,-1,yes
redstone,ore.mix.redstone,357,16,-691,/tp 357 16 -691,785,344,371,-706,-675,27,31,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,502,15,-602,/tp 502 15 -602,786,493,512,-614,-589,19,25,-1,yes
netherquartz,ore.mix.netherquartz,-448,46,652,/tp -448 46 652,787,-470,-425,635,669,45,34,-1,yes
redstone,ore.mix.redstone,598,13,553,/tp 598 13 553,788,571,626,525,581,55,56,-1,yes
tetrahedrite,ore.mix.tetrahedrite,700,114,417,/tp 700 114 417,789,677,724,396,439,47,43,-1,yes
beryllium,ore.mix.beryllium,-599,22,509,/tp -599 22 509,789,-620,-577,495,523,43,28,-1,yes
copper,ore.mix.copper,-748,18,-172,/tp -748 18 -172,790,-764,-731,-192,-151,33,41,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-699,90,-311,/tp -699 90 -311,790,-714,-684,-322,-299,30,23,-1,yes
sulfur,ore.mix.sulfur,503,9,644,/tp 503 9 644,791,491,516,617,671,25,54,-1,yes
beryllium,ore.mix.beryllium,-649,19,-405,/tp -649 19 -405,791,-661,-637,-416,-393,24,23,-1,yes
iron,ore.mix.iron,-174,14,786,/tp -174 14 786,792,-199,-149,770,802,50,32,-1,yes
manganese,ore.mix.manganese,-642,24,455,/tp -642 24 455,792,-656,-628,442,469,28,27,-1,yes
iron,ore.mix.iron,158,23,798,/tp 158 23 798,792,140,176,784,813,36,29,-1,yes
sulfur,ore.mix.sulfur,-400,6,693,/tp -400 6 693,794,-416,-384,677,710,32,33,-1,yes
tetrahedrite,ore.mix.tetrahedrite,210,103,-753,/tp 210 103 -753,794,194,226,-772,-734,32,38,-1,yes
netherquartz,ore.mix.netherquartz,550,64,608,/tp 550 64 608,794,522,578,590,627,56,37,-1,yes
beryllium,ore.mix.beryllium,-751,21,214,/tp -751 21 214,795,-765,-736,200,228,29,28,-1,yes
sulfur,ore.mix.sulfur,-698,13,364,/tp -698 13 364,796,-711,-685,345,384,26,39,-1,yes
redstone,ore.mix.redstone,648,13,507,/tp 648 13 507,797,619,677,488,526,58,38,-1,yes
iron,ore.mix.iron,-317,24,741,/tp -317 24 741,797,-331,-302,716,766,29,50,-1,yes
copper,ore.mix.copper,791,14,218,/tp 791 14 218,797,770,813,204,232,43,28,-1,yes
sulfur,ore.mix.sulfur,-738,13,268,/tp -738 13 268,797,-762,-714,250,287,48,37,-1,yes
beryllium,ore.mix.beryllium,-217,11,-744,/tp -217 11 -744,798,-228,-206,-756,-731,22,25,-1,yes
tetrahedrite,ore.mix.tetrahedrite,220,83,790,/tp 220 83 790,798,207,234,775,806,27,31,-1,yes
iron,ore.mix.iron,699,17,-403,/tp 699 17 -403,800,675,724,-420,-386,49,34,-1,yes
sulfur,ore.mix.sulfur,799,9,-163,/tp 799 9 -163,801,780,819,-178,-148,39,30,-1,yes
copper,ore.mix.copper,749,11,-311,/tp 749 11 -311,801,729,769,-329,-293,40,36,-1,yes
redstone,ore.mix.redstone,455,29,-655,/tp 455 29 -655,802,429,482,-679,-630,53,49,-1,yes
iron,ore.mix.iron,258,13,-749,/tp 258 13 -749,803,234,282,-774,-723,48,51,-1,yes
iron,ore.mix.iron,741,23,370,/tp 741 23 370,803,722,761,352,388,39,36,-1,yes
iron,ore.mix.iron,-260,24,-736,/tp -260 24 -736,804,-278,-241,-756,-715,37,41,-1,yes
iron,ore.mix.iron,-750,21,-217,/tp -750 21 -217,804,-770,-729,-231,-203,41,28,-1,yes
iron,ore.mix.iron,785,10,-225,/tp 785 10 -225,804,765,806,-246,-204,41,42,-1,yes
copper,ore.mix.copper,692,40,458,/tp 692 40 458,804,669,716,448,469,47,21,-1,yes
iron,ore.mix.iron,-598,18,-497,/tp -598 18 -497,804,-611,-584,-517,-477,27,40,-1,yes
tetrahedrite,ore.mix.tetrahedrite,358,105,748,/tp 358 105 748,805,340,377,726,771,37,45,-1,yes
iron,ore.mix.iron,-355,24,-696,/tp -355 24 -696,806,-379,-330,-720,-672,49,48,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,261,24,787,/tp 261 24 787,806,243,279,773,802,36,29,-1,yes
netherquartz,ore.mix.netherquartz,-498,44,-601,/tp -498 44 -601,807,-512,-483,-610,-591,29,19,-1,yes
tetrahedrite,ore.mix.tetrahedrite,549,96,-590,/tp 549 96 -590,807,533,565,-608,-572,32,36,-1,yes
netherquartz,ore.mix.netherquartz,404,60,-692,/tp 404 60 -692,808,391,417,-718,-665,26,53,-1,yes
iron,ore.mix.iron,80,17,-788,/tp 80 17 -788,808,60,101,-808,-768,41,40,-1,yes
iron,ore.mix.iron,461,21,695,/tp 461 21 695,809,446,477,684,706,31,22,-1,yes
netherquartz,ore.mix.netherquartz,-697,63,-359,/tp -697 63 -359,809,-726,-668,-387,-330,58,57,-1,yes
copper,ore.mix.copper,120,48,-785,/tp 120 48 -785,809,90,150,-801,-768,60,33,-1,yes
iron,ore.mix.iron,-553,17,-556,/tp -553 17 -556,810,-580,-525,-577,-535,55,42,-1,yes
netherquartz,ore.mix.netherquartz,-503,52,638,/tp -503 52 638,810,-516,-489,617,660,27,43,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-789,83,78,/tp -789 83 78,810,-812,-765,63,94,47,31,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-792,85,32,/tp -792 85 32,811,-812,-771,11,53,41,42,-1,yes
redstone,ore.mix.redstone,25,30,-793,/tp 25 30 -793,811,8,43,-814,-772,35,42,-1,yes
sulfur,ore.mix.sulfur,309,6,-740,/tp 309 6 -740,812,297,322,-753,-726,25,27,-1,yes
copper,ore.mix.copper,646,15,-498,/tp 646 15 -498,812,628,664,-512,-483,36,29,-1,yes
redstone,ore.mix.redstone,-787,27,128,/tp -787 27 128,813,-808,-765,107,150,43,43,-1,yes
redstone,ore.mix.redstone,794,10,265,/tp 794 10 265,813,779,809,245,285,30,40,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-19,11,-794,/tp -19 11 -794,813,-37,-1,-813,-775,36,38,-1,yes
iron,ore.mix.iron,-550,17,600,/tp -550 17 600,814,-565,-534,578,623,31,45,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-694,18,410,/tp -694 18 410,814,-712,-676,398,422,36,24,-1,yes
manganese,ore.mix.manganese,-123,24,-785,/tp -123 24 -785,815,-139,-106,-800,-770,33,30,-1,yes
redstone,ore.mix.redstone,-746,27,-266,/tp -746 27 -266,816,-763,-729,-293,-239,34,54,-1,yes
iron,ore.mix.iron,-647,32,-453,/tp -647 32 -453,816,-676,-618,-478,-428,58,50,-1,yes
quartz,ore.mix.quartz,-786,81,-122,/tp -786 81 -122,817,-801,-770,-134,-109,31,25,-1,yes
redstone,ore.mix.redstone,834,16,-33,/tp 834 16 -33,817,819,849,-50,-15,30,35,-1,yes
sulfur,ore.mix.sulfur,-798,8,-28,/tp -798 8 -28,818,-813,-782,-55,0,31,55,-1,yes
tetrahedrite,ore.mix.tetrahedrite,741,81,404,/tp 741 81 404,819,725,757,387,422,32,35,-1,yes
redstone,ore.mix.redstone,744,9,-362,/tp 744 9 -362,819,716,772,-376,-348,56,28,-1,yes
quartz,ore.mix.quartz,24,111,837,/tp 24 111 837,819,7,41,817,858,34,41,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,838,10,18,/tp 838 10 18,819,823,853,3,33,30,30,-1,yes
netherquartz,ore.mix.netherquartz,-218,59,802,/tp -218 59 802,819,-231,-205,783,821,26,38,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-745,107,313,/tp -745 107 313,819,-769,-720,298,328,49,30,-1,yes
iron,ore.mix.iron,-787,23,165,/tp -787 23 165,819,-807,-766,139,191,41,52,-1,yes
iron,ore.mix.iron,160,33,-790,/tp 160 33 -790,820,142,178,-805,-774,36,31,-1,yes
iron,ore.mix.iron,598,33,598,/tp 598 33 598,820,584,613,576,621,29,45,-1,yes
copper,ore.mix.copper,-457,39,-650,/tp -457 39 -650,820,-484,-429,-666,-633,55,33,-1,yes
sulfur,ore.mix.sulfur,645,13,547,/tp 645 13 547,820,632,658,523,571,26,48,-1,yes
manganese,ore.mix.manganese,838,23,75,/tp 838 23 75,821,820,856,56,94,36,38,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-604,34,552,/tp -604 34 552,821,-620,-587,533,572,33,39,-1,yes
sulfur,ore.mix.sulfur,607,5,-556,/tp 607 5 -556,822,589,625,-571,-541,36,30,-1,yes
sulfur,ore.mix.sulfur,-798,11,-75,/tp -798 11 -75,822,-815,-781,-89,-60,34,29,-1,yes
iron,ore.mix.iron,836,16,-79,/tp 836 16 -79,823,810,862,-98,-59,52,39,-1,yes
beryllium,ore.mix.beryllium,792,6,-264,/tp 792 6 -264,823,780,804,-274,-254,24,20,-1,yes
iron,ore.mix.iron,-72,20,-800,/tp -72 20 -800,823,-82,-61,-815,-784,21,31,-1,yes
netherquartz,ore.mix.netherquartz,406,43,745,/tp 406 43 745,824,387,425,736,755,38,19,-1,yes
netherquartz,ore.mix.netherquartz,-368,50,745,/tp -368 50 745,824,-383,-352,725,765,31,40,-1,yes
copper,ore.mix.copper,-66,13,839,/tp -66 13 839,825,-91,-41,814,864,50,50,-1,yes
sulfur,ore.mix.sulfur,317,8,788,/tp 317 8 788,826,299,336,775,802,37,27,-1,yes
netherquartz,ore.mix.netherquartz,-740,62,-307,/tp -740 62 -307,826,-760,-719,-328,-286,41,42,-1,yes
copper,ore.mix.copper,832,25,168,/tp 832 25 168,827,814,850,155,182,36,27,-1,yes
netherquartz,ore.mix.netherquartz,494,53,695,/tp 494 53 695,827,477,512,671,719,35,48,-1,yes
sulfur,ore.mix.sulfur,65,5,844,/tp 65 5 844,827,48,83,827,861,35,34,-1,yes
copper,ore.mix.copper,114,21,841,/tp 114 21 841,828,95,133,828,854,38,26,-1,yes
iron,ore.mix.iron,-651,18,506,/tp -651 18 506,829,-678,-623,491,522,55,31,-1,yes
netherquartz,ore.mix.netherquartz,-28,69,846,/tp -28 69 846,829,-41,-14,831,861,27,30,-1,yes
sulfur,ore.mix.sulfur,562,13,646,/tp 562 13 646,830,542,583,617,675,41,58,-1,yes
tetrahedrite,ore.mix.tetrahedrite,699,114,-458,/tp 699 114 -458,830,686,712,-487,-428,26,59,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-302,94,-747,/tp -302 94 -747,830,-322,-282,-761,-733,40,28,-1,yes
iron,ore.mix.iron,781,15,-312,/tp 781 15 -312,830,761,801,-320,-304,40,16,-1,yes
sulfur,ore.mix.sulfur,507,12,-655,/tp 507 12 -655,831,479,535,-673,-636,56,37,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,843,16,125,/tp 843 16 125,831,825,861,109,142,36,33,-1,yes
manganese,ore.mix.manganese,-407,24,-696,/tp -407 24 -696,831,-419,-395,-709,-683,24,26,-1,yes
copper,ore.mix.copper,452,23,-691,/tp 452 23 -691,831,440,464,-705,-677,24,28,-1,yes
netherquartz,ore.mix.netherquartz,-698,73,-404,/tp -698 73 -404,832,-720,-675,-422,-385,45,37,-1,yes
copper,ore.mix.copper,-741,21,356,/tp -741 21 356,832,-765,-717,342,371,48,29,-1,yes
manganese,ore.mix.manganese,698,23,500,/tp 698 23 500,833,678,719,486,515,41,29,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-175,20,-792,/tp -175 20 -792,833,-191,-158,-809,-774,33,35,-1,yes
netherquartz,ore.mix.netherquartz,173,40,838,/tp 173 40 838,834,156,190,825,851,34,26,-1,yes
redstone,ore.mix.redstone,737,31,-409,/tp 737 31 -409,835,722,752,-425,-393,30,32,-1,yes
sulfur,ore.mix.sulfur,841,13,-126,/tp 841 13 -126,835,818,864,-149,-102,46,47,-1,yes
sulfur,ore.mix.sulfur,-267,14,803,/tp -267 14 803,835,-295,-239,784,823,56,39,-1,yes
iron,ore.mix.iron,801,15,313,/tp 801 15 313,836,781,822,289,338,41,49,-1,yes
netherquartz,ore.mix.netherquartz,-698,69,447,/tp -698 69 447,836,-714,-682,431,464,32,33,-1,yes
beryllium,ore.mix.beryllium,-796,10,-173,/tp -796 10 -173,837,-811,-780,-188,-157,31,31,-1,yes
redstone,ore.mix.redstone,359,28,-748,/tp 359 28 -748,838,340,379,-763,-732,39,31,-1,yes
sulfur,ore.mix.sulfur,-122,5,844,/tp -122 5 844,838,-147,-96,821,868,51,47,-1,yes
redstone,ore.mix.redstone,-405,14,741,/tp -405 14 741,838,-421,-388,722,761,33,39,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-314,92,787,/tp -314 92 787,838,-327,-300,766,809,27,43,-1,yes
redstone,ore.mix.redstone,787,8,357,/tp 787 8 357,839,766,808,338,377,42,39,-1,yes
sulfur,ore.mix.sulfur,-465,11,705,/tp -465 11 705,840,-483,-447,688,722,36,34,-1,yes
iron,ore.mix.iron,217,14,-798,/tp 217 14 -798,840,205,230,-819,-776,25,43,-1,yes
tetrahedrite,ore.mix.tetrahedrite,840,109,-169,/tp 840 109 -169,842,831,850,-189,-149,19,40,-1,yes
quartz,ore.mix.quartz,-165,106,840,/tp -165 106 840,842,-176,-154,819,861,22,42,-1,yes
copper,ore.mix.copper,-546,19,645,/tp -546 19 645,844,-566,-525,617,674,41,57,-1,yes
copper,ore.mix.copper,-802,29,214,/tp -802 29 214,844,-821,-782,186,242,39,56,-1,yes
copper,ore.mix.copper,-353,45,-740,/tp -353 45 -740,844,-369,-336,-752,-727,33,25,-1,yes
sulfur,ore.mix.sulfur,-215,6,-793,/tp -215 6 -793,844,-238,-192,-806,-779,46,27,-1,yes
beryllium,ore.mix.beryllium,-642,11,-506,/tp -642 11 -506,844,-658,-626,-518,-493,32,25,-1,yes
sulfur,ore.mix.sulfur,-552,11,-605,/tp -552 11 -605,845,-582,-521,-627,-583,61,44,-1,yes
redstone,ore.mix.redstone,839,17,220,/tp 839 17 220,845,826,853,193,247,27,54,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-502,11,-647,/tp -502 11 -647,845,-520,-483,-666,-627,37,39,-1,yes
netherquartz,ore.mix.netherquartz,-599,67,596,/tp -599 67 596,846,-625,-572,584,608,53,24,-1,yes
sulfur,ore.mix.sulfur,458,7,742,/tp 458 7 742,847,443,473,719,765,30,46,-1,yes
copper,ore.mix.copper,-611,11,-549,/tp -611 11 -549,848,-631,-590,-569,-528,41,41,-1,yes
netherquartz,ore.mix.netherquartz,-793,51,261,/tp -793 51 261,848,-811,-774,236,286,37,50,-1,yes
netherquartz,ore.mix.netherquartz,-795,41,-218,/tp -795 41 -218,848,-823,-766,-229,-207,57,22,-1,yes
sulfur,ore.mix.sulfur,647,11,-552,/tp 647 11 -552,848,634,660,-566,-538,26,28,-1,yes
copper,ore.mix.copper,-735,33,405,/tp -735 33 405,848,-755,-714,392,418,41,26,-1,yes
redstone,ore.mix.redstone,-782,6,301,/tp -782 6 301,850,-802,-762,283,320,40,37,-1,yes
redstone,ore.mix.redstone,214,20,845,/tp 214 20 845,850,202,226,819,871,24,52,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-743,8,-360,/tp -743 8 -360,851,-753,-732,-375,-344,21,31,-1,yes
beryllium,ore.mix.beryllium,261,9,-798,/tp 261 9 -798,851,250,272,-815,-781,22,34,-1,yes
beryllium,ore.mix.beryllium,839,9,-214,/tp 839 9 -214,852,825,854,-233,-195,29,38,-1,yes
redstone,ore.mix.redstone,30,19,-834,/tp 30 19 -834,852,8,52,-851,-817,44,34,-1,yes
sulfur,ore.mix.sulfur,-832,5,-24,/tp -832 5 -24,852,-855,-809,-50,2,46,52,-1,yes
copper,ore.mix.copper,354,39,801,/tp 354 39 801,852,338,370,781,822,32,41,-1,yes
tetrahedrite,ore.mix.tetrahedrite,750,102,456,/tp 750 102 456,852,728,773,439,474,45,35,-1,yes
netherquartz,ore.mix.netherquartz,-509,45,688,/tp -509 45 688,853,-526,-491,665,712,35,47,-1,yes
sulfur,ore.mix.sulfur,549,13,-651,/tp 549 13 -651,853,539,560,-677,-624,21,53,-1,yes
sulfur,ore.mix.sulfur,-652,14,545,/tp -652 14 545,853,-676,-628,522,568,48,46,-1,yes
quartz,ore.mix.quartz,410,82,-742,/tp 410 82 -742,855,400,421,-761,-722,21,39,-1,yes
quartz,ore.mix.quartz,603,105,-606,/tp 603 105 -606,855,589,618,-623,-589,29,34,-1,yes
sulfur,ore.mix.sulfur,647,12,599,/tp 647 12 599,856,635,660,587,612,25,25,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-788,94,-266,/tp -788 94 -266,856,-808,-767,-276,-256,41,20,-1,yes
iron,ore.mix.iron,-265,18,-789,/tp -265 18 -789,856,-276,-254,-806,-772,22,34,-1,yes
sulfur,ore.mix.sulfur,-838,10,31,/tp -838 10 31,857,-861,-814,12,51,47,39,-1,yes
quartz,ore.mix.quartz,598,93,651,/tp 598 93 651,858,587,610,638,665,23,27,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-695,114,-458,/tp -695 114 -458,858,-708,-682,-475,-440,26,35,-1,yes
copper,ore.mix.copper,785,16,-369,/tp 785 16 -369,858,765,805,-389,-349,40,40,-1,yes
